id,inventaris_id,polygon,lat,lng,,,,,
383,1122,"{""type"":""Polygon"",""coordinates"":[[[112.156886833,-8.094502569,0],[112.156833218,-8.094698263,0],[112.155814534,-8.094419466,0],[112.15562152,-8.094365851,0],[112.155675135,-8.094258621,0],[112.155811853,-8.094164795,0],[112.155876191,-8.094213048,0],[112.156886833,-8.094502569,0]]]}",-8.094434014,112.1562625,,,57,,
384,1123,"{""type"":""Polygon"",""coordinates"":[[[112.158780992,-8.091290152,0],[112.157175966,-8.090912484,0],[112.157301115,-8.090486386,0],[112.157487639,-8.090521518,0],[112.157582451,-8.090183004,0],[112.158945647,-8.090540425,0],[112.158780992,-8.091290152,0]]]}",-8.090741706,112.1581039,,,56,,
385,1124,"{""type"":""Polygon"",""coordinates"":[[[112.158445562,-8.092726242,0],[112.158384716,-8.092954415,0],[112.156772662,-8.092370414,0],[112.156859741,-8.092160306,0],[112.158445562,-8.092726242,0]]]}",-8.092554857,112.1576202,,,56,,
386,1125,"{""type"":""Polygon"",""coordinates"":[[[112.158780992,-8.091290152,0],[112.158716717,-8.09155907,0],[112.157343642,-8.091219695,0],[112.157363112,-8.091115137,0],[112.157137252,-8.091057504,0],[112.157175966,-8.090912484,0],[112.158780992,-8.091290152,0]]]}",-8.091238969,112.1579988,,,103,,
387,1127,"{""type"":""Polygon"",""coordinates"":[[[112.154592739,-8.117855315,0],[112.154519951,-8.118069398,0],[112.154316572,-8.118022299,0],[112.154372233,-8.117795372,0],[112.154592739,-8.117855315,0]]]}",-8.11793375,112.1544502,,,24,,
388,1128,"{""type"":""Polygon"",""coordinates"":[[[112.152116604,-8.117313577,0],[112.15203966,-8.11769349,0],[112.151111514,-8.117563646,0],[112.151164414,-8.117121214,0],[112.152116604,-8.117313577,0]]]}",-8.117419922,112.1515974,,,25,,
389,1129,"{""type"":""Polygon"",""coordinates"":[[[112.143725508,-8.113708142,0],[112.143485913,-8.115305443,0],[112.142996608,-8.115225665,0],[112.142996073,-8.115225578,0],[112.143331507,-8.113660222,0],[112.143371781,-8.113665121,0],[112.143725508,-8.113708142,0]]]}",-8.11450444,112.1433798,,,40,,
390,1130,"{""type"":""Polygon"",""coordinates"":[[[112.151666372,-8.11440627,0],[112.151630641,-8.114674253,0],[112.151482134,-8.114647455,0],[112.151514515,-8.114391754,0],[112.151666372,-8.11440627,0]]]}",-8.114529765,112.151574,,,43,,
391,1131,"{""type"":""Polygon"",""coordinates"":[[[112.150155181,-8.117278857,0],[112.150097252,-8.117473089,0],[112.149606561,-8.117404937,0],[112.149715603,-8.117306117,0],[112.149892797,-8.117050549,0],[112.149926873,-8.116921061,0],[112.150236963,-8.116982397,0],[112.150206294,-8.117070995,0],[112.150155181,-8.117278857,0]]]}",-8.117217599,112.1499724,,,42,,
392,1132,"{""type"":""Polygon"",""coordinates"":[[[112.151083746,-8.117168962,0],[112.151009205,-8.117578937,0],[112.150125364,-8.117461801,0],[112.150231851,-8.117073124,0],[112.151083746,-8.117168962,0]]]}",-8.117322454,112.1506153,,,6,,
393,1133,"{""type"":""Polygon"",""coordinates"":[[[112.149973898,-8.118108943,0],[112.149891359,-8.118433096,0],[112.149676757,-8.118408809,0],[112.149622236,-8.118318849,0],[112.149458672,-8.118253424,0],[112.149450494,-8.118133477,0],[112.149393246,-8.118032613,0],[112.149360534,-8.117956283,0],[112.149417781,-8.117825432,0],[112.149421597,-8.117765895,0],[112.149432065,-8.117732746,0],[112.149461725,-8.117687385,0],[112.149498363,-8.1176333,0],[112.149521044,-8.117549555,0],[112.149526278,-8.117505938,0],[112.149582108,-8.117418703,0],[112.150107475,-8.117496942,0],[112.150037603,-8.117814052,0],[112.150018878,-8.117899036,0],[112.150014471,-8.11792116,0],[112.149974024,-8.118108321,0],[112.149973898,-8.118108943,0]]]}",-8.117894992,112.1497348,,,7,,
394,1134,"{""type"":""Polygon"",""coordinates"":[[[112.152022045,-8.117906491,0],[112.151079119,-8.117772388,0],[112.151112767,-8.117599295,0],[112.152061176,-8.117727951,0],[112.152022045,-8.117906491,0]]]}",-8.117751842,112.1515715,,,8,,
395,1135,"{""type"":""Polygon"",""coordinates"":[[[112.150018878,-8.117899036,0],[112.150037603,-8.117814052,0],[112.150107475,-8.117496942,0],[112.151041151,-8.117609392,0],[112.150959369,-8.118021709,0],[112.150018878,-8.117899036,0]]]}",-8.117757305,112.1505334,,,9,,
396,1136,"{""type"":""Polygon"",""coordinates"":[[[112.150883417,-8.118412163,0],[112.149920601,-8.118318244,0],[112.149973898,-8.118108943,0],[112.149973867,-8.118108939,0],[112.149974024,-8.118108321,0],[112.150014471,-8.11792116,0],[112.150947102,-8.118043517,0],[112.150919841,-8.118231615,0],[112.150883417,-8.118412163,0]]]}",-8.118174099,112.150437,,,10,,
397,1137,"{""type"":""Polygon"",""coordinates"":[[[112.151964569,-8.118164329,0],[112.151025463,-8.118046052,0],[112.151031739,-8.118016163,0],[112.151079119,-8.117772388,0],[112.152022045,-8.117906491,0],[112.151985461,-8.118073411,0],[112.15197008,-8.118143588,0],[112.151964569,-8.118164329,0]]]}",-8.117971613,112.1515188,,,11,,
398,1138,"{""type"":""Polygon"",""coordinates"":[[[112.152294538,-8.116577793,0],[112.151250977,-8.116500848,0],[112.151275022,-8.116327723,0],[112.152304156,-8.116380622,0],[112.152294538,-8.116577793,0]]]}",-8.116447665,112.1517919,,,12,,
399,1139,"{""type"":""Polygon"",""coordinates"":[[[112.152294538,-8.116577793,0],[112.152270493,-8.116851908,0],[112.152116604,-8.117313577,0],[112.151164414,-8.117121214,0],[112.151250977,-8.116500848,0],[112.152294538,-8.116577793,0]]]}",-8.116877446,112.1517337,,,22,,
400,1140,"{""type"":""Polygon"",""coordinates"":[[[112.150883417,-8.118412163,0],[112.150857142,-8.118542386,0],[112.149891359,-8.118433096,0],[112.149920601,-8.118318244,0],[112.150883417,-8.118412163,0]]]}",-8.118427555,112.1503978,,,13,,
401,1142,"{""type"":""Polygon"",""coordinates"":[[[112.151914664,-8.118352064,0],[112.151869138,-8.118523297,0],[112.151828915,-8.11867459,0],[112.151826192,-8.118674201,0],[112.150920874,-8.118544871,0],[112.150921886,-8.118539661,0],[112.150951511,-8.118398469,0],[112.150984083,-8.11824323,0],[112.151914664,-8.118352064,0]]]}",-8.118453942,112.1514179,,,14,,
402,1143,"{""type"":""Polygon"",""coordinates"":[[[112.151964569,-8.118164329,0],[112.151915332,-8.118349541,0],[112.151914664,-8.118352064,0],[112.150984083,-8.11824323,0],[112.150987767,-8.118225687,0],[112.151025463,-8.118046052,0],[112.151964569,-8.118164329,0]]]}",-8.118200837,112.1514689,,,15,,
403,1144,"{""type"":""Polygon"",""coordinates"":[[[112.153138621,-8.117101594,0],[112.153083221,-8.117529406,0],[112.152212085,-8.117205745,0],[112.15234763,-8.11678766,0],[112.152784675,-8.116929238,0],[112.15282604,-8.116997318,0],[112.153138621,-8.117101594,0]]]}",-8.117154229,112.1526887,,,16,,
404,1145,"{""type"":""Polygon"",""coordinates"":[[[112.152410357,-8.109046317,0],[112.152153794,-8.109849152,0],[112.151832947,-8.109748579,0],[112.152079972,-8.108950634,0],[112.152410357,-8.109046317,0]]]}",-8.109397246,112.15212,,,19,,
405,1146,"{""type"":""Polygon"",""coordinates"":[[[112.153962551,-8.109468789,0],[112.152860114,-8.109138058,0],[112.153080602,-8.108362551,0],[112.154232458,-8.108697083,0],[112.154160229,-8.108883357,0],[112.153962551,-8.109468789,0]]]}",-8.108914033,112.1535343,,,14,,
406,1147,"{""type"":""Polygon"",""coordinates"":[[[112.153080602,-8.108362551,0],[112.152860114,-8.109138058,0],[112.152525582,-8.109035417,0],[112.152719459,-8.108370154,0],[112.152521781,-8.108320734,0],[112.152567399,-8.108214292,0],[112.153080602,-8.108362551,0]]]}",-8.108672114,112.1527919,,,15,,
407,1148,"{""type"":""Polygon"",""coordinates"":[[[112.152860114,-8.109138058,0],[112.152700451,-8.109639856,0],[112.152582605,-8.109974389,0],[112.152153794,-8.109849152,0],[112.152410357,-8.109046317,0],[112.152514083,-8.109078753,0],[112.152525582,-8.109035417,0],[112.152860114,-8.109138058,0]]]}",-8.109495941,112.1525073,,,15,,
408,1149,"{""type"":""Polygon"",""coordinates"":[[[112.153947345,-8.110749896,0],[112.153882719,-8.110947574,0],[112.15373618,-8.110904684,0],[112.153726857,-8.110901956,0],[112.15378388,-8.110575027,0],[112.153802887,-8.110384952,0],[112.153826402,-8.110190957,0],[112.1538333,-8.110134052,0],[112.153856109,-8.10995158,0],[112.153897925,-8.109776711,0],[112.15392186,-8.109679564,0],[112.153962551,-8.109514407,0],[112.154036985,-8.109306505,0],[112.154072794,-8.109206485,0],[112.15423413,-8.108766575,0],[112.1544312,-8.108832265,0],[112.154402005,-8.108893089,0],[112.154438499,-8.108946614,0],[112.154409304,-8.10901717,0],[112.154394706,-8.109058531,0],[112.154363077,-8.109146117,0],[112.154353345,-8.109262899,0],[112.154329016,-8.109323724,0],[112.154282789,-8.109377249,0],[112.154236563,-8.109421042,0],[112.154200069,-8.109477,0],[112.154202502,-8.109518361,0],[112.154219532,-8.109598648,0],[112.154190337,-8.109657039,0],[112.154190337,-8.109727595,0],[112.154170873,-8.109773822,0],[112.154175739,-8.109834646,0],[112.154153842,-8.109888171,0],[112.154107008,-8.109966786,0],[112.154107008,-8.110118846,0],[112.154029761,-8.110348001,0],[112.153947345,-8.110749896,0]]]}",-8.10980426,112.1540531,,,23,,
409,1150,"{""type"":""Polygon"",""coordinates"":[[[112.153761162,-8.11050809,0],[112.153696445,-8.110902717,0],[112.152406975,-8.110492154,0],[112.152589447,-8.109988409,0],[112.153765055,-8.110360166,0],[112.153761162,-8.11050809,0]]]}",-8.11044093,112.1531176,,,8,,
410,1151,"{""type"":""Polygon"",""coordinates"":[[[112.152153794,-8.109849152,0],[112.152582605,-8.109974389,0],[112.152377293,-8.110484733,0],[112.151668814,-8.110241437,0],[112.151832947,-8.109748579,0],[112.152153794,-8.109849152,0]]]}",-8.110112493,112.1521191,,,9,,
411,1152,"{""type"":""Polygon"",""coordinates"":[[[112.153962551,-8.109468789,0],[112.153920764,-8.109593296,0],[112.153885729,-8.109717863,0],[112.153850695,-8.109824914,0],[112.153813714,-8.109963106,0],[112.153807875,-8.110081834,0],[112.153790358,-8.110206402,0],[112.153786465,-8.110292043,0],[112.15377868,-8.110338755,0],[112.153731967,-8.110334863,0],[112.153331014,-8.110212242,0],[112.152582605,-8.109974389,0],[112.152700451,-8.109639856,0],[112.152860114,-8.109138058,0],[112.153962551,-8.109468789,0]]]}",-8.109736909,112.1532862,,,10,,
412,1153,"{""type"":""Polygon"",""coordinates"":[[[112.15072823,-8.090110006,0],[112.150659694,-8.090447434,0],[112.149977053,-8.090280314,0],[112.150053083,-8.089951864,0],[112.15072823,-8.090110006,0]]]}",-8.090198049,112.1503556,,,11,,
413,1163,"{""type"":""Polygon"",""coordinates"":[[[112.180452468,-8.094543015,0],[112.180394997,-8.094805385,0],[112.18028916,-8.094789791,0],[112.180270259,-8.094954091,0],[112.18011924,-8.094921346,0],[112.180123058,-8.094855529,0],[112.180145208,-8.094804606,0],[112.180210657,-8.094477619,0],[112.180452468,-8.094543015,0]]]}",-8.094702199,112.1802765,,,12,,
414,1164,"{""type"":""Polygon"",""coordinates"":[[[112.15156622,-8.107868606,0],[112.151335006,-8.108715555,0],[112.15103761,-8.108627593,0],[112.151258341,-8.107756933,0],[112.15156622,-8.107868606,0]]]}",-8.108238353,112.1512997,,,13,,
415,1166,"{""type"":""Polygon"",""coordinates"":[[[112.164686546,-8.104516666,0],[112.164395625,-8.105358267,0],[112.164211182,-8.105290148,0],[112.164156543,-8.105354536,0],[112.164147001,-8.105289686,0],[112.163884813,-8.105190537,0],[112.163860347,-8.105142834,0],[112.164161946,-8.104344126,0],[112.164686546,-8.104516666,0]]]}",-8.104854685,112.1642711,,,14,,
416,1167,"{""type"":""Polygon"",""coordinates"":[[[112.175735476,-8.062193049,0],[112.175367389,-8.063235021,0],[112.174676259,-8.062959909,0],[112.175111194,-8.061905753,0],[112.175735476,-8.062193049,0]]]}",-8.062579745,112.175218,,,15,,
417,1168,"{""type"":""Polygon"",""coordinates"":[[[112.165270457,-8.111627668,0],[112.164974362,-8.112222948,0],[112.163990174,-8.111786041,0],[112.164245686,-8.111172482,0],[112.165270457,-8.111627668,0]]]}",-8.111700232,112.1646211,,,52,,
418,1169,"{""type"":""Polygon"",""coordinates"":[[[112.182778438,-8.084991108,0],[112.182693533,-8.086512223,0],[112.181852783,-8.086247455,0],[112.181952972,-8.085467618,0],[112.181679941,-8.085385366,0],[112.181804,-8.084685365,0],[112.181803688,-8.084690958,0],[112.182161446,-8.084777847,0],[112.182142657,-8.084911445,0],[112.182778438,-8.084991108,0]]]}",-8.085585944,112.1822748,,,103,,
419,1170,"{""type"":""Polygon"",""coordinates"":[[[112.181607122,-8.101868273,0],[112.181233284,-8.103123122,0],[112.180291213,-8.102877635,0],[112.180582806,-8.101797243,0],[112.181607122,-8.101868273,0]]]}",-8.102415517,112.1809421,,,38,,
420,1172,"{""type"":""Polygon"",""coordinates"":[[[112.16447544,-8.091700393,0],[112.164665523,-8.091742022,0],[112.164671901,-8.091717312,0],[112.164780091,-8.0917427,0],[112.164775028,-8.091758383,0],[112.16481747,-8.09177133,0],[112.164820731,-8.091760579,0],[112.16483732,-8.091766701,0],[112.164841384,-8.091755569,0],[112.164979315,-8.091816076,0],[112.164576289,-8.092177907,0],[112.164383667,-8.092066022,0],[112.16447544,-8.091700393,0]]]}",-8.09191387,112.1646313,,,104,,
421,1173,"{""type"":""Polygon"",""coordinates"":[[[112.178231054,-8.101174492,0],[112.178229497,-8.101330257,0],[112.178022328,-8.101324027,0],[112.178022328,-8.101171376,0],[112.178231054,-8.101174492,0]]]}",-8.101249951,112.1781267,,,24,,
422,1174,"{""type"":""Polygon"",""coordinates"":[[[112.184986756,-8.078337791,0],[112.185228004,-8.078416655,0],[112.185235809,-8.078419206,0],[112.18530444,-8.078395666,0],[112.185347147,-8.078435178,0],[112.185300069,-8.078469324,0],[112.185259236,-8.078498941,0],[112.185248226,-8.078506927,0],[112.185162766,-8.078636701,0],[112.185220054,-8.078868379,0],[112.185158884,-8.079219811,0],[112.185002047,-8.079401621,0],[112.184868552,-8.079399993,0],[112.184530227,-8.079408965,0],[112.184522096,-8.079613893,0],[112.184528727,-8.079930182,0],[112.184594986,-8.080057609,0],[112.184571913,-8.080112635,0],[112.184398368,-8.080116049,0],[112.184319227,-8.080181438,0],[112.18369408,-8.080048452,0],[112.183617137,-8.079785351,0],[112.183612377,-8.07978067,0],[112.183642606,-8.079619785,0],[112.184379599,-8.079817044,0],[112.184368669,-8.079794767,0],[112.184374603,-8.079767158,0],[112.184380403,-8.079750619,0],[112.184386271,-8.079728542,0],[112.184397806,-8.079700995,0],[112.184409342,-8.079673446,0],[112.18440988,-8.079629143,0],[112.184410217,-8.07960145,0],[112.184410755,-8.079557136,0],[112.184411832,-8.07946849,0],[112.184412101,-8.079446324,0],[112.184514852,-8.079041215,0],[112.184530857,-8.078898275,0],[112.184638582,-8.078760483,0],[112.184611093,-8.078644469,0],[112.184705356,-8.078480872,0],[112.184622484,-8.078356174,0],[112.184591008,-8.078308813,0],[112.184765686,-8.078345164,0],[112.184723277,-8.07825166,0],[112.184833328,-8.078287635,0],[112.184986756,-8.078337791,0]]]}",-8.079253288,112.1845912,,,6,,
423,1179,"{""type"":""Polygon"",""coordinates"":[[[112.183715172,-8.083029757,0],[112.183696082,-8.08308194,0],[112.183581795,-8.083059299,0],[112.183405014,-8.083024276,0],[112.183405565,-8.083022169,0],[112.183421357,-8.082961679,0],[112.183512002,-8.082877931,0],[112.183512725,-8.082878208,0],[112.183738966,-8.082964714,0],[112.183715172,-8.083029757,0]]]}",-8.082985427,112.1835735,,,108,,
424,1182,"{""type"":""Polygon"",""coordinates"":[[[112.140622918,-8.110467781,0],[112.140450689,-8.111191144,0],[112.139815354,-8.111083979,0],[112.140033511,-8.110349135,0],[112.140622918,-8.110467781,0]]]}",-8.110776816,112.1402282,,,110,,
425,1184,"{""type"":""Polygon"",""coordinates"":[[[112.177629419,-8.08346115,0],[112.177410831,-8.083685799,0],[112.177302829,-8.083593425,0],[112.177510509,-8.083383377,0],[112.177549839,-8.083393297,0],[112.177629419,-8.08346115,0]]]}",-8.083529121,112.1774658,,,107,,
426,1185,"{""type"":""Polygon"",""coordinates"":[[[112.176138402,-8.096955235,0],[112.176209222,-8.096970548,0],[112.176214964,-8.096959063,0],[112.176732587,-8.097126139,0],[112.176522927,-8.098017742,0],[112.17669863,-8.098050142,0],[112.176569033,-8.098537377,0],[112.175741556,-8.098391411,0],[112.175754316,-8.098276568,0],[112.175700085,-8.098263807,0],[112.175744746,-8.098130462,0],[112.175725605,-8.098118978,0],[112.175735814,-8.098087715,0],[112.17575623,-8.098046882,0],[112.175767714,-8.098010515,0],[112.175775371,-8.097984994,0],[112.175776009,-8.097958835,0],[112.175781751,-8.097906518,0],[112.175776647,-8.097872065,0],[112.175787493,-8.097849097,0],[112.175804081,-8.097815282,0],[112.175802805,-8.097785933,0],[112.175793235,-8.097763602,0],[112.175786217,-8.097740634,0],[112.175770266,-8.097704905,0],[112.175778561,-8.097687678,0],[112.175798339,-8.097643655,0],[112.175835344,-8.097564541,0],[112.175866607,-8.097493083,0],[112.175902336,-8.097405037,0],[112.175933599,-8.097331665,0],[112.175935513,-8.097313163,0],[112.175946997,-8.097249361,0],[112.175879367,-8.097200872,0],[112.175879367,-8.097183007,0],[112.175890214,-8.097147916,0],[112.17590425,-8.09712431,0],[112.175921476,-8.097107083,0],[112.175943169,-8.097093685,0],[112.17598464,-8.097089857,0],[112.176031215,-8.097088581,0],[112.176061202,-8.097076458,0],[112.176079066,-8.097057318,0],[112.176088637,-8.097035625,0],[112.176105225,-8.097006915,0],[112.17612628,-8.09697629,0],[112.176138402,-8.096955235,0]]]}",-8.097771125,112.1762302,,,108,,
427,1186,"{""type"":""Polygon"",""coordinates"":[[[112.177552468,-8.093368217,0],[112.176994323,-8.093614588,0],[112.176486782,-8.092489199,0],[112.177018687,-8.092262252,0],[112.177026769,-8.092258804,0],[112.177090171,-8.092392606,0],[112.177090786,-8.092393904,0],[112.17736036,-8.092962799,0],[112.177552468,-8.093368217,0]]]}",-8.09293643,112.1770165,,,61,,
428,1187,"{""type"":""Polygon"",""coordinates"":[[[112.176005,-8.085204457,0],[112.175889875,-8.085355972,0],[112.175423949,-8.085140985,0],[112.176080789,-8.084461551,0],[112.17627569,-8.084544726,0],[112.17600737,-8.085001294,0],[112.17606,-8.085019305,0],[112.175980059,-8.085185435,0],[112.176005,-8.085204457,0]]]}",-8.084935288,112.1758744,,,47,,
429,1188,"{""type"":""Polygon"",""coordinates"":[[[112.174015448,-8.105033503,0],[112.173627601,-8.105763717,0],[112.173441889,-8.105690443,0],[112.17348737,-8.105667702,0],[112.1735518,-8.105608325,0],[112.173579594,-8.105576741,0],[112.173606124,-8.105527471,0],[112.173650341,-8.105456724,0],[112.173683188,-8.105392293,0],[112.173822156,-8.105195211,0],[112.173930804,-8.10505877,0],[112.173969968,-8.10501708,0],[112.174015448,-8.105033503,0]]]}",-8.105432514,112.1737345,,,15,,
430,1189,"{""type"":""Polygon"",""coordinates"":[[[112.154596642,-8.107185149,0],[112.154908061,-8.107265437,0],[112.154876432,-8.10733356,0],[112.154842371,-8.107396817,0],[112.154329016,-8.107260571,0],[112.1543753,-8.10712777,0],[112.154596642,-8.107185149,0]]]}",-8.107262743,112.1546155,,,67,,
431,453556,"{""type"":""Polygon"",""coordinates"":[[[112.167026821,-8.09842886,0],[112.166998202,-8.099004842,0],[112.166506455,-8.098961117,0],[112.166591493,-8.098377178,0],[112.167026821,-8.09842886,0]]]}",-8.098698649,112.1667793,,,113,,
432,842338,"{""type"":""Polygon"",""coordinates"":[[[112.175703096,-8.08554007,0],[112.175597967,-8.085768039,0],[112.175103813,-8.085554019,0],[112.175258453,-8.085295048,0],[112.175361254,-8.085392151,0],[112.175703096,-8.08554007,0]]]}",-8.085545498,112.175406,,,41,,
433,842339,"{""type"":""Polygon"",""coordinates"":[[[112.177222484,-8.083821338,0],[112.177378406,-8.083920283,0],[112.177482408,-8.083804534,0],[112.17749881,-8.083823262,0],[112.176870045,-8.0845231,0],[112.176762091,-8.084483349,0],[112.176764815,-8.084479382,0],[112.176713004,-8.084459497,0],[112.176922818,-8.084179353,0],[112.177010266,-8.084044603,0],[112.176975655,-8.084014971,0],[112.177056314,-8.083886178,0],[112.177110004,-8.083919068,0],[112.177295055,-8.083658656,0],[112.177319509,-8.0836792,0],[112.177222484,-8.083821338,0]]]}",-8.084129697,112.1770739,,,31,,
434,842340,"{""type"":""Polygon"",""coordinates"":[[[112.177051355,-8.083884475,0],[112.176930615,-8.084085191,0],[112.176609313,-8.083877894,0],[112.176755491,-8.083702521,0],[112.177051355,-8.083884475,0]]]}",-8.083889598,112.1768365,,,36,,
435,842341,"{""type"":""Polygon"",""coordinates"":[[[112.184744621,-8.085453537,0],[112.185371382,-8.085615394,0],[112.18536245,-8.085793783,0],[112.184845746,-8.085692959,0],[112.184822357,-8.085664842,0],[112.184812346,-8.08563464,0],[112.184794811,-8.085614026,0],[112.184773528,-8.085599154,0],[112.184754241,-8.085589943,0],[112.184738866,-8.085586367,0],[112.184719443,-8.085567676,0],[112.184707953,-8.085567838,0],[112.184690636,-8.085562392,0],[112.184673264,-8.085553154,0],[112.184659505,-8.085528695,0],[112.184639919,-8.085498628,0],[112.184641834,-8.085498601,0],[112.184678002,-8.08548292,0],[112.184708425,-8.085467321,0],[112.184744621,-8.085453537,0]]]}",-8.085623401,112.1850354,,,101,,
436,842342,"{""type"":""Polygon"",""coordinates"":[[[112.186072112,-8.085072841,0],[112.186020677,-8.085302194,0],[112.185517313,-8.085249995,0],[112.185569019,-8.084974299,0],[112.186072112,-8.085072841,0]]]}",-8.08514834,112.1857874,,,15,,
437,842343,"{""type"":""Polygon"",""coordinates"":[[[112.191894043,-8.090495236,0],[112.191866438,-8.090649063,0],[112.191763721,-8.09063259,0],[112.191791347,-8.090476152,0],[112.191894043,-8.090495236,0]]]}",-8.090563182,112.1918288,,,75,,
438,842344,"{""type"":""Polygon"",""coordinates"":[[[112.189856713,-8.102526929,0],[112.189983251,-8.102046839,0],[112.190366834,-8.102142903,0],[112.190235644,-8.102615549,0],[112.189856713,-8.102526929,0]]]}",-8.102332308,112.1901104,,,101,,
439,842345,"{""type"":""Polygon"",""coordinates"":[[[112.167470387,-8.089671815,0],[112.167445388,-8.089743408,0],[112.167305812,-8.089694761,0],[112.16732696,-8.089620631,0],[112.167470387,-8.089671815,0]]]}",-8.089682414,112.167387,,,102,,
440,842346,"{""type"":""Polygon"",""coordinates"":[[[112.160859731,-8.087377233,0],[112.160465251,-8.08816979,0],[112.159844604,-8.087841132,0],[112.159497447,-8.088683328,0],[112.158823778,-8.088358637,0],[112.158771797,-8.08843239,0],[112.158719552,-8.088298999,0],[112.158554533,-8.088211933,0],[112.159288128,-8.086626513,0],[112.160859731,-8.087377233,0]]]}",-8.087643405,112.1596251,,,26,,
441,842347,"{""type"":""Polygon"",""coordinates"":[[[112.159624392,-8.091023336,0],[112.159660373,-8.090831216,0],[112.15969675,-8.090681144,0],[112.159821201,-8.090596411,0],[112.15995225,-8.090712207,0],[112.159771322,-8.091060796,0],[112.159624392,-8.091023336,0]]]}",-8.090827141,112.1597747,,,27,,
442,842348,"{""type"":""Polygon"",""coordinates"":[[[112.157444174,-8.089014373,0],[112.157373576,-8.089207545,0],[112.157224762,-8.089158416,0],[112.157324447,-8.088939809,0],[112.157444174,-8.089014373,0]]]}",-8.089081213,112.1573391,,,28,,
443,842349,"{""type"":""Polygon"",""coordinates"":[[[112.179307337,-8.062414029,0],[112.179130713,-8.062967331,0],[112.179004567,-8.062906445,0],[112.179175922,-8.062357628,0],[112.179307337,-8.062414029,0]]]}",-8.06266021,112.1791551,,,53,,
444,842351,"{""type"":""Polygon"",""coordinates"":[[[112.186263954,-8.060617377,0],[112.186204689,-8.060688395,0],[112.186071572,-8.060629018,0],[112.185949233,-8.060569707,0],[112.185791675,-8.060512987,0],[112.185710709,-8.060489764,0],[112.185646579,-8.060478749,0],[112.185685452,-8.060365772,0],[112.186183186,-8.060492309,0],[112.186173345,-8.060537473,0],[112.186278997,-8.06056047,0],[112.186263954,-8.060617377,0]]]}",-8.060516947,112.1859778,,,6,,
445,842352,"{""type"":""Polygon"",""coordinates"":[[[112.172515787,-8.090642058,0],[112.172265302,-8.091537551,0],[112.172135254,-8.09148396,0],[112.171903545,-8.091421663,0],[112.172129764,-8.090519571,0],[112.172515787,-8.090642058,0]]]}",-8.091022703,112.1722055,,,19,,
446,842353,"{""type"":""Polygon"",""coordinates"":[[[112.179486173,-8.064328375,0],[112.179420794,-8.06455094,0],[112.179171093,-8.064441897,0],[112.178958529,-8.064596633,0],[112.178836087,-8.064534494,0],[112.179088269,-8.064076535,0],[112.179512601,-8.064221746,0],[112.179486173,-8.064328375,0]]]}",-8.064340066,112.1791883,,,20,,
447,842354,"{""type"":""Polygon"",""coordinates"":[[[112.15689785,-8.114870352,0],[112.156752174,-8.115248199,0],[112.156395571,-8.115131355,0],[112.156468409,-8.115091901,0],[112.156529107,-8.115055482,0],[112.156594358,-8.115023615,0],[112.156655056,-8.115000853,0],[112.156711203,-8.114976574,0],[112.156767349,-8.11493712,0],[112.156828047,-8.114900701,0],[112.15689785,-8.114870352,0]]]}",-8.115082994,112.1566811,,,21,,
448,842355,"{""type"":""Polygon"",""coordinates"":[[[112.138241231,-8.087809916,0],[112.13818259,-8.088044481,0],[112.138027609,-8.087994217,0],[112.138082062,-8.087776407,0],[112.138241231,-8.087809916,0]]]}",-8.087906514,112.1381343,,,19,,
449,842356,"{""type"":""Polygon"",""coordinates"":[[[112.138823959,-8.087484373,0],[112.138802513,-8.087596964,0],[112.138660433,-8.087551391,0],[112.138679198,-8.087441481,0],[112.138823959,-8.087484373,0]]]}",-8.087518528,112.1387419,,,100,,
450,842357,"{""type"":""Polygon"",""coordinates"":[[[112.148461888,-8.092738959,0],[112.148403555,-8.092979154,0],[112.14797292,-8.092855625,0],[112.148050125,-8.092634303,0],[112.148461888,-8.092738959,0]]]}",-8.092803568,112.1482238,,,28,,
451,842358,"{""type"":""Polygon"",""coordinates"":[[[112.148026964,-8.092942374,0],[112.147898288,-8.093371294,0],[112.147340692,-8.093172918,0],[112.147480091,-8.09278421,0],[112.148026964,-8.092942374,0]]]}",-8.093070241,112.1476898,,,1,,
452,842359,"{""type"":""Polygon"",""coordinates"":[[[112.15030262,-8.093921442,0],[112.15010484,-8.094623202,0],[112.149479333,-8.094408743,0],[112.149747407,-8.093467503,0],[112.149890381,-8.092901567,0],[112.150526611,-8.093111261,0],[112.150378872,-8.093611667,0],[112.15030262,-8.093921442,0]]]}",-8.093761923,112.1500025,,,24,,
453,842361,"{""type"":""Polygon"",""coordinates"":[[[112.14519134,-8.088231694,0],[112.14510176,-8.088533568,0],[112.144819536,-8.088440142,0],[112.144906605,-8.088172437,0],[112.144943715,-8.088158868,0],[112.14519134,-8.088231694,0]]]}",-8.088340507,112.1450075,,,796,,
454,842363,"{""type"":""Polygon"",""coordinates"":[[[112.142079047,-8.086310326,0],[112.142027955,-8.086290862,0],[112.142232323,-8.085585303,0],[112.142232323,-8.085536644,0],[112.142310529,-8.085556665,0],[112.142282528,-8.085599289,0],[112.142079047,-8.086310326,0]]]}",-8.085920627,112.142163,,,790,,
