id,inventaris_id,polygon,lat,lng,,,,,,,,,,polygon cek gedung,,,,1587E,"{""type"":""Polygon"",""coordinates"":[[[112.170494619,-8.08316542],[112.170197852,-8.083052885],[112.170160768,-8.083038823],[112.170197963,-8.082948608],[112.170550798,-8.083077906],[112.1705165,-8.083173717],[112.170494619,-8.08316542]]]}",-8.083060327,112.1703577
367,1099,"{""type"":""Polygon"",""coordinates"":[[[112.150785542,-8.125915707,0],[112.150782007,-8.125925286,0],[112.150712178,-8.126132568,0],[112.150711796,-8.126133699,0],[112.149489496,-8.125806669,0],[112.149540554,-8.125624424,0],[112.149586658,-8.125552149,0],[112.150785542,-8.125915707,0]]]}",-8.12584604,112.1501222,,,,13,,,,,,#N/A,,,,1577C,"{""type"":""Polygon"",""coordinates"":[[[112.150270397,-8.124197932],[112.150367675,-8.12423222],[112.15034178,-8.124303818],[112.150244223,-8.124272885],[112.150270397,-8.124197932]]]}",-8.124251548,112.1503057
368,1100,"{""type"":""Polygon"",""coordinates"":[[[112.157922287,-8.12194982,0],[112.157338563,-8.123545138,0],[112.157091332,-8.123456445,0],[112.157580028,-8.121858551,0],[112.157922287,-8.12194982,0]]]}",-8.122663339,112.1574966,,,,12,,,,,,#N/A,,,,1577D,"{""type"":""Polygon"",""coordinates"":[[[112.150695358,-8.124483816],[112.15078674,-8.1245144],[112.150770376,-8.124557354],[112.150678474,-8.124526297],[112.150695358,-8.124483816]]]}",-8.124520507,112.1507328
369,1101,"{""type"":""Polygon"",""coordinates"":[[[112.15855877,-8.124152749,0],[112.158507679,-8.124249947,0],[112.157255322,-8.123825018,0],[112.157381181,-8.123538409,0],[112.15855877,-8.124152749,0]]]}",-8.123899665,112.1578282,,,,11,,,,,,#N/A,,,,1303A,"{""type"":""Polygon"",""coordinates"":[[[112.157064438,-8.123948892],[112.157159146,-8.123985002],[112.157051588,-8.124244421],[112.156965521,-8.124212582],[112.157064438,-8.123948892]]]}",-8.124095546,112.157061
370,1103,"{""type"":""Polygon"",""coordinates"":[[[112.172461682,-8.062620326,0],[112.172191416,-8.063534547,0],[112.171911707,-8.063496322,0],[112.172180282,-8.06255307,0],[112.172461682,-8.062620326,0]]]}",-8.063048292,112.1721864,,,,10,,,,,,#N/A,,,,1576B,"{""type"":""Polygon"",""coordinates"":[[[112.157057299,-8.123606249],[112.157141532,-8.123631947],[112.15708728,-8.123760438],[112.157008758,-8.123731885],[112.157057299,-8.123606249]]]}",-8.123682182,112.1570742
371,1107,"{""type"":""Polygon"",""coordinates"":[[[112.137375798,-8.090458727,0],[112.137117438,-8.091223871,0],[112.136938371,-8.091168518,0],[112.13718057,-8.090410065,0],[112.137375798,-8.090458727,0]]]}",-8.090811014,112.1371547,,,,9,,,,,,#N/A,,,,1303C,"{""type"":""Polygon"",""coordinates"":[[[112.15722862,-8.123540576],[112.157190073,-8.123627664],[112.157143574,-8.123608969],[112.157051588,-8.123571985],[112.157082997,-8.123483469],[112.15722862,-8.123540576]]]}",-8.123555646,112.1571386
372,1108,"{""type"":""Polygon"",""coordinates"":[[[112.142210338,-8.093035009,0],[112.142115574,-8.093205583,0],[112.141331939,-8.092913737,0],[112.141490706,-8.092591792,0],[112.141619382,-8.092224827,0],[112.142510582,-8.092572729,0],[112.142477221,-8.092691873,0],[112.142443861,-8.092758594,0],[112.142339014,-8.092815783,0],[112.142262761,-8.092930162,0],[112.142210338,-8.093035009,0]]]}",-8.092720986,112.1419045,,,,4,,,,,,#N/A,,,,1576D,"{""type"":""Polygon"",""coordinates"":[[[112.157180079,-8.123643369],[112.157285943,-8.123676669],[112.157165749,-8.123967853],[112.157071576,-8.123928904],[112.157180079,-8.123643369]]]}",-8.123802303,112.1571769
373,1109,"{""type"":""Polygon"",""coordinates"":[[[112.149142631,-8.092831034,0],[112.148978688,-8.093479179,0],[112.148341981,-8.093265672,0],[112.148513549,-8.09262134,0],[112.149142631,-8.092831034,0]]]}",-8.093050013,112.1487441,,,,37,,,,,,#N/A,,,,1657E,"{""type"":""Polygon"",""coordinates"":[[[112.156873871,-8.124178865],[112.157052064,-8.124244421],[112.157291914,-8.123663356],[112.157327061,-8.123575449],[112.157351734,-8.123584111],[112.157065609,-8.124273101],[112.157057043,-8.124283571],[112.156862879,-8.124209332],[112.156873871,-8.124178865]]]}",-8.124002693,112.1571357
374,1110,"{""type"":""Polygon"",""coordinates"":[[[112.147396452,-8.093658372,0],[112.147316387,-8.093898567,0],[112.147163882,-8.093852815,0],[112.14724776,-8.093620246,0],[112.147396452,-8.093658372,0]]]}",-8.093758359,112.1472812,,,,38,,,,,,#N/A,,,,2728F,"{""type"":""Polygon"",""coordinates"":[[[112.157186691,-8.123626305],[112.157180079,-8.123643369],[112.157071576,-8.123928904],[112.157064438,-8.123948892],[112.156965521,-8.124212582],[112.156873395,-8.124178865],[112.157008758,-8.123731885],[112.15708728,-8.123760438],[112.157141532,-8.123631947],[112.157149698,-8.123611431],[112.157186691,-8.123626305]]]}",-8.123934158,112.1570136
375,1111,"{""type"":""Polygon"",""coordinates"":[[[112.153414669,-8.082393038,0],[112.153115951,-8.084274375,0],[112.152933707,-8.084250546,0],[112.153238336,-8.082373975,0],[112.153414669,-8.082393038,0]]]}",-8.083328708,112.1531748,,,,45,,,,,,#N/A,,,,1576G,"{""type"":""Polygon"",""coordinates"":[[[112.157190073,-8.123627664],[112.15722862,-8.123540576],[112.157327061,-8.123575449],[112.157291438,-8.123663356],[112.157190073,-8.123627664]]]}",-8.123601963,112.1572592
376,1112,"{""type"":""Polygon"",""coordinates"":[[[112.153629129,-8.082416867,0],[112.153360149,-8.084302969,0],[112.153115951,-8.084274375,0],[112.153414669,-8.082393038,0],[112.153629129,-8.082416867,0]]]}",-8.083367308,112.1533769,,,,46,,,,,,#N/A,,,,1579A,"{""type"":""Polygon"",""coordinates"":[[[112.162795505,-8.115352398],[112.162820456,-8.115296556],[112.16283548,-8.11526293],[112.163123871,-8.115362867],[112.163089607,-8.115450431],[112.162795505,-8.115352398]]]}",-8.115356952,112.1629601
377,1113,"{""type"":""Polygon"",""coordinates"":[[[112.153582806,-8.084299919,0],[112.153360149,-8.084302969,0],[112.153629129,-8.082416867,0],[112.153811373,-8.082443746,0],[112.153582806,-8.084299919,0]]]}",-8.083393702,112.1535919,,,,47,,,,,,#N/A,,,,1579B,"{""type"":""Polygon"",""coordinates"":[[[112.162820456,-8.115296556],[112.162795505,-8.115352398],[112.162726977,-8.11551896],[112.162639897,-8.11549074],[112.162624184,-8.115485647],[112.162722218,-8.115261026],[112.162820456,-8.115296556]]]}",-8.115391099,112.1627227
378,1114,"{""type"":""Polygon"",""coordinates"":[[[112.152917123,-8.084290769,0],[112.152852308,-8.085068543,0],[112.152253727,-8.085026604,0],[112.152349043,-8.08423358,0],[112.152917123,-8.084290769,0]]]}",-8.084658001,112.1525916,,,,48,,,,,,#N/A,,,,1579C,"{""type"":""Polygon"",""coordinates"":[[[112.162726977,-8.11551896],[112.1628726,-8.115565597],[112.162847219,-8.115647237],[112.162762489,-8.11562237],[112.162609987,-8.115577614],[112.162639897,-8.11549074],[112.162726977,-8.11551896]]]}",-8.115569993,112.162741
379,1117,"{""type"":""Polygon"",""coordinates"":[[[112.153195444,-8.082305157,0],[112.153106991,-8.082738271,0],[112.152655577,-8.082674219,0],[112.152631177,-8.082838924,0],[112.151996757,-8.082729121,0],[112.15203146,-8.082619149,0],[112.152171491,-8.082486244,0],[112.152266362,-8.082314174,0],[112.152350568,-8.082207554,0],[112.15242072,-8.082164853,0],[112.153195444,-8.082305157,0]]]}",-8.082503723,112.1526183,,,,49,,,,,,#N/A,,,,2420E,"{""type"":""Polygon"",""coordinates"":[[[112.162847219,-8.115647237],[112.162832355,-8.115689353],[112.162745267,-8.11566651],[112.162762489,-8.11562237],[112.162847219,-8.115647237]]]}",-8.115656317,112.1627964
380,1118,"{""type"":""Polygon"",""coordinates"":[[[112.154571799,-8.082609404,0],[112.154365918,-8.084069637,0],[112.15410666,-8.084042949,0],[112.154064721,-8.084344146,0],[112.153839776,-8.084290769,0],[112.154087597,-8.082533152,0],[112.154571799,-8.082609404,0]]]}",-8.083380226,112.1542042,,,,49,,,,,,#N/A,,,,1579F,"{""type"":""Polygon"",""coordinates"":[[[112.16283548,-8.11526293],[112.162820456,-8.115296556],[112.162722218,-8.115261026],[112.162738129,-8.1152275],[112.16283548,-8.11526293]]]}",-8.115262009,112.162779
381,1120,"{""type"":""Polygon"",""coordinates"":[[[112.147340692,-8.093172918,0],[112.147898288,-8.093371294,0],[112.148026964,-8.092942374,0],[112.148356696,-8.093033519,0],[112.148114758,-8.093939612,0],[112.147193251,-8.093567658,0],[112.147340692,-8.093172918,0]]]}",-8.093455492,112.1478372,,,,49,,,,,,#N/A,,,,SDN PLOSOKEREP 2D,"{""type"":""Polygon"",""coordinates"":[[[112.163126726,-8.115386186],[112.16325141,-8.115423306],[112.163228567,-8.115494689],[112.163102932,-8.115456618],[112.163126726,-8.115386186]]]}",-8.115440281,112.1631775
382,1121,"{""type"":""Polygon"",""coordinates"":[[[112.156980659,-8.093899401,0],[112.156932406,-8.094097776,0],[112.156283665,-8.093923527,0],[112.156189839,-8.093899401,0],[112.156034355,-8.093816298,0],[112.15612282,-8.093711748,0],[112.15616035,-8.093631326,0],[112.156297069,-8.093711748,0],[112.156396256,-8.093762683,0],[112.156980659,-8.093899401,0]]]}",-8.093881461,112.1565165,,,,50,,,,,,#N/A,,,,1578A,"{""type"":""Polygon"",""coordinates"":[[[112.166408136,-8.110057219],[112.166723091,-8.110102726],[112.166709805,-8.110194677],[112.166394682,-8.110150331],[112.166408136,-8.110057219]]]}",-8.110126191,112.1665586
383,1122,"{""type"":""Polygon"",""coordinates"":[[[112.156886833,-8.094502569,0],[112.156833218,-8.094698263,0],[112.155814534,-8.094419466,0],[112.15562152,-8.094365851,0],[112.155675135,-8.094258621,0],[112.155811853,-8.094164795,0],[112.155876191,-8.094213048,0],[112.156886833,-8.094502569,0]]]}",-8.094434014,112.1562625,,,,57,,,,,,#N/A,,,,1578B,"{""type"":""Polygon"",""coordinates"":[[[112.166750282,-8.11011062],[112.166821782,-8.110119168],[112.166795724,-8.11033711],[112.166724224,-8.110328561],[112.166750282,-8.11011062]]]}",-8.110223865,112.166773
384,1123,"{""type"":""Polygon"",""coordinates"":[[[112.158780992,-8.091290152,0],[112.157175966,-8.090912484,0],[112.157301115,-8.090486386,0],[112.157487639,-8.090521518,0],[112.157582451,-8.090183004,0],[112.158945647,-8.090540425,0],[112.158780992,-8.091290152,0]]]}",-8.090741706,112.1581039,,,,56,,,,,,#N/A,,,,1578C,"{""type"":""Polygon"",""coordinates"":[[[112.166795724,-8.11033711],[112.16678423,-8.110433236],[112.166518605,-8.110401476],[112.166530098,-8.11030535],[112.166724224,-8.110328561],[112.166795724,-8.11033711]]]}",-8.110369293,112.1666572
385,1124,"{""type"":""Polygon"",""coordinates"":[[[112.158445562,-8.092726242,0],[112.158384716,-8.092954415,0],[112.156772662,-8.092370414,0],[112.156859741,-8.092160306,0],[112.158445562,-8.092726242,0]]]}",-8.092554857,112.1576202,,,,56,,,,,,#N/A,,,,2703D,"{""type"":""Polygon"",""coordinates"":[[[112.16648632,-8.110182877],[112.166594826,-8.110195506],[112.166590036,-8.11023672],[112.166481529,-8.110224091],[112.16648632,-8.110182877]]]}",-8.110209798,112.1665382
386,1125,"{""type"":""Polygon"",""coordinates"":[[[112.158780992,-8.091290152,0],[112.158716717,-8.09155907,0],[112.157343642,-8.091219695,0],[112.157363112,-8.091115137,0],[112.157137252,-8.091057504,0],[112.157175966,-8.090912484,0],[112.158780992,-8.091290152,0]]]}",-8.091238969,112.1579988,,,,103,,,,,,#N/A,,,,1298A,"{""type"":""Polygon"",""coordinates"":[[[112.176708811,-8.112235812],[112.17671238,-8.112196551],[112.176549387,-8.112173946],[112.176563664,-8.112084716],[112.176805179,-8.112123977],[112.176788523,-8.11224414],[112.176708811,-8.112235812]]]}",-8.112156686,112.1766859
387,1127,"{""type"":""Polygon"",""coordinates"":[[[112.154592739,-8.117855315,0],[112.154519951,-8.118069398,0],[112.154316572,-8.118022299,0],[112.154372233,-8.117795372,0],[112.154592739,-8.117855315,0]]]}",-8.11793375,112.1544502,,,,24,,,,,,#N/A,,,,1298B,"{""type"":""Polygon"",""coordinates"":[[[112.176707514,-8.112249803],[112.176782574,-8.112258417],[112.176774382,-8.112335222],[112.176700962,-8.112328428],[112.176707514,-8.112249803]]]}",-8.112292797,112.1767412
388,1128,"{""type"":""Polygon"",""coordinates"":[[[112.152116604,-8.117313577,0],[112.15203966,-8.11769349,0],[112.151111514,-8.117563646,0],[112.151164414,-8.117121214,0],[112.152116604,-8.117313577,0]]]}",-8.117419922,112.1515974,,,,25,,,,,,#N/A,,,,1298C,"{""type"":""Polygon"",""coordinates"":[[[112.176563664,-8.112084716],[112.176549387,-8.112173946],[112.176528269,-8.112311954],[112.176405727,-8.112291729],[112.176448915,-8.112063288],[112.176563664,-8.112084716]]]}",-8.11218908,112.1764862
389,1129,"{""type"":""Polygon"",""coordinates"":[[[112.143725508,-8.113708142,0],[112.143485913,-8.115305443,0],[112.142996608,-8.115225665,0],[112.142996073,-8.115225578,0],[112.143331507,-8.113660222,0],[112.143371781,-8.113665121,0],[112.143725508,-8.113708142,0]]]}",-8.11450444,112.1433798,,,,40,,,,,,#N/A,,,,1665D,"{""type"":""Polygon"",""coordinates"":[[[112.176708811,-8.112235812],[112.176707514,-8.112249803],[112.176700962,-8.112328428],[112.176528269,-8.112311954],[112.176549387,-8.112173946],[112.17671238,-8.112196551],[112.176708811,-8.112235812]]]}",-8.112253221,112.1766219
390,1130,"{""type"":""Polygon"",""coordinates"":[[[112.151666372,-8.11440627,0],[112.151630641,-8.114674253,0],[112.151482134,-8.114647455,0],[112.151514515,-8.114391754,0],[112.151666372,-8.11440627,0]]]}",-8.114529765,112.151574,,,,43,,,,,,#N/A,,,,1528A,"{""type"":""Polygon"",""coordinates"":[[[112.16522383,-8.093294878],[112.165217564,-8.093356284],[112.165213354,-8.093397548],[112.165201456,-8.093397548],[112.1651848,-8.093556972],[112.16509557,-8.093553403],[112.16511126,-8.093384824],[112.165125314,-8.093385651],[112.165134217,-8.093277699],[112.165225251,-8.093280954],[112.16522383,-8.093294878]]]}",-8.093416935,112.165159
391,1131,"{""type"":""Polygon"",""coordinates"":[[[112.150155181,-8.117278857,0],[112.150097252,-8.117473089,0],[112.149606561,-8.117404937,0],[112.149715603,-8.117306117,0],[112.149892797,-8.117050549,0],[112.149926873,-8.116921061,0],[112.150236963,-8.116982397,0],[112.150206294,-8.117070995,0],[112.150155181,-8.117278857,0]]]}",-8.117217599,112.1499724,,,,42,,,,,,#N/A,,,,1529B,"{""type"":""Polygon"",""coordinates"":[[[112.1652005,-8.093089077],[112.165318161,-8.093097942],[112.165303884,-8.093300672],[112.165232204,-8.093295484],[112.165236784,-8.093177892],[112.165101868,-8.09317004],[112.165106367,-8.093081985],[112.1652005,-8.093089077]]]}",-8.093167063,112.1652291
392,1132,"{""type"":""Polygon"",""coordinates"":[[[112.151083746,-8.117168962,0],[112.151009205,-8.117578937,0],[112.150125364,-8.117461801,0],[112.150231851,-8.117073124,0],[112.151083746,-8.117168962,0]]]}",-8.117322454,112.1506153,,,,6,,,,,,#N/A,,,,1559C,"{""type"":""Polygon"",""coordinates"":[[[112.165232204,-8.093295484],[112.165303884,-8.093300672],[112.165299173,-8.093360853],[112.165217564,-8.093356284],[112.16522383,-8.093294878],[112.165232204,-8.093295484]]]}",-8.093328252,112.165261
393,1133,"{""type"":""Polygon"",""coordinates"":[[[112.149973898,-8.118108943,0],[112.149891359,-8.118433096,0],[112.149676757,-8.118408809,0],[112.149622236,-8.118318849,0],[112.149458672,-8.118253424,0],[112.149450494,-8.118133477,0],[112.149393246,-8.118032613,0],[112.149360534,-8.117956283,0],[112.149417781,-8.117825432,0],[112.149421597,-8.117765895,0],[112.149432065,-8.117732746,0],[112.149461725,-8.117687385,0],[112.149498363,-8.1176333,0],[112.149521044,-8.117549555,0],[112.149526278,-8.117505938,0],[112.149582108,-8.117418703,0],[112.150107475,-8.117496942,0],[112.150037603,-8.117814052,0],[112.150018878,-8.117899036,0],[112.150014471,-8.11792116,0],[112.149974024,-8.118108321,0],[112.149973898,-8.118108943,0]]]}",-8.117894992,112.1497348,,,,7,,,,,,#N/A,,,,2686D,"{""type"":""Polygon"",""coordinates"":[[[112.165318161,-8.093097942],[112.1652005,-8.093089077],[112.165203233,-8.093003481],[112.165323372,-8.093011036],[112.165318161,-8.093097942]]]}",-8.09305025,112.1652615
394,1134,"{""type"":""Polygon"",""coordinates"":[[[112.152022045,-8.117906491,0],[112.151079119,-8.117772388,0],[112.151112767,-8.117599295,0],[112.152061176,-8.117727951,0],[112.152022045,-8.117906491,0]]]}",-8.117751842,112.1515715,,,,8,,,,,,#N/A,,,,2424E,"{""type"":""Polygon"",""coordinates"":[[[112.165143663,-8.093012905],[112.165183994,-8.09301555],[112.165182924,-8.093066443],[112.165141522,-8.093064301],[112.165143663,-8.093012905]]]}",-8.093039907,112.165163
395,1135,"{""type"":""Polygon"",""coordinates"":[[[112.150018878,-8.117899036,0],[112.150037603,-8.117814052,0],[112.150107475,-8.117496942,0],[112.151041151,-8.117609392,0],[112.150959369,-8.118021709,0],[112.150018878,-8.117899036,0]]]}",-8.117757305,112.1505334,,,,9,,,,,,#N/A,,,,1937A,"{""type"":""Polygon"",""coordinates"":[[[112.16464473,-8.096720731],[112.164781787,-8.096740004],[112.164781073,-8.096758564],[112.164642589,-8.09673929],[112.16464473,-8.096720731]]]}",-8.096739646,112.1647124
396,1136,"{""type"":""Polygon"",""coordinates"":[[[112.150883417,-8.118412163,0],[112.149920601,-8.118318244,0],[112.149973898,-8.118108943,0],[112.149973867,-8.118108939,0],[112.149974024,-8.118108321,0],[112.150014471,-8.11792116,0],[112.150947102,-8.118043517,0],[112.150919841,-8.118231615,0],[112.150883417,-8.118412163,0]]]}",-8.118174099,112.150437,,,,10,,,,,,#N/A,,,,1936B,"{""type"":""Polygon"",""coordinates"":[[[112.164909176,-8.096744577],[112.164905995,-8.096774268],[112.164781073,-8.096758564],[112.164781787,-8.096740004],[112.16478607,-8.096700029],[112.164912419,-8.096714306],[112.164909176,-8.096744577]]]}",-8.096736762,112.1648465
397,1137,"{""type"":""Polygon"",""coordinates"":[[[112.151964569,-8.118164329,0],[112.151025463,-8.118046052,0],[112.151031739,-8.118016163,0],[112.151079119,-8.117772388,0],[112.152022045,-8.117906491,0],[112.151985461,-8.118073411,0],[112.15197008,-8.118143588,0],[112.151964569,-8.118164329,0]]]}",-8.117971613,112.1515188,,,,11,,,,,,#N/A,,,,1526C,"{""type"":""Polygon"",""coordinates"":[[[112.164969051,-8.096782121],[112.164973118,-8.096750741],[112.164982376,-8.096679328],[112.164730153,-8.096640305],[112.16471778,-8.09670693],[112.164641637,-8.096693605],[112.164663528,-8.096548933],[112.165072795,-8.096611751],[112.165050904,-8.096794494],[112.164969051,-8.096782121]]]}",-8.096646559,112.1648709
398,1138,"{""type"":""Polygon"",""coordinates"":[[[112.152294538,-8.116577793,0],[112.151250977,-8.116500848,0],[112.151275022,-8.116327723,0],[112.152304156,-8.116380622,0],[112.152294538,-8.116577793,0]]]}",-8.116447665,112.1517919,,,,12,,,,,,#N/A,,,,1583D,"{""type"":""Polygon"",""coordinates"":[[[112.164973118,-8.096750741],[112.164969051,-8.096782121],[112.164905995,-8.096774268],[112.164909176,-8.096744577],[112.164973118,-8.096750741]]]}",-8.096762933,112.1649396
399,1139,"{""type"":""Polygon"",""coordinates"":[[[112.152294538,-8.116577793,0],[112.152270493,-8.116851908,0],[112.152116604,-8.117313577,0],[112.151164414,-8.117121214,0],[112.151250977,-8.116500848,0],[112.152294538,-8.116577793,0]]]}",-8.116877446,112.1517337,,,,22,,,,,,#N/A,,,,1295A,"{""type"":""Polygon"",""coordinates"":[[[112.173093842,-8.101288527],[112.173152865,-8.100945741],[112.173159995,-8.100898167],[112.17326207,-8.100915904],[112.173198538,-8.101306373],[112.173093842,-8.101288527]]]}",-8.101103308,112.1731787
400,1140,"{""type"":""Polygon"",""coordinates"":[[[112.150883417,-8.118412163,0],[112.150857142,-8.118542386,0],[112.149891359,-8.118433096,0],[112.149920601,-8.118318244,0],[112.150883417,-8.118412163,0]]]}",-8.118427555,112.1503978,,,,13,,,,,,#N/A,,,,1295B,"{""type"":""Polygon"",""coordinates"":[[[112.172924918,-8.100904601],[112.172838891,-8.100891849],[112.172854259,-8.100799222],[112.173166304,-8.100856062],[112.173152865,-8.100945741],[112.172924918,-8.100904601]]]}",-8.100872645,112.1730025
401,1142,"{""type"":""Polygon"",""coordinates"":[[[112.151914664,-8.118352064,0],[112.151869138,-8.118523297,0],[112.151828915,-8.11867459,0],[112.151826192,-8.118674201,0],[112.150920874,-8.118544871,0],[112.150921886,-8.118539661,0],[112.150951511,-8.118398469,0],[112.150984083,-8.11824323,0],[112.151914664,-8.118352064,0]]]}",-8.118453942,112.1514179,,,,14,,,,,,#N/A,,,,1295C,"{""type"":""Polygon"",""coordinates"":[[[112.172874583,-8.101251148],[112.172786543,-8.101236871],[112.172838891,-8.100891849],[112.172924918,-8.100904601],[112.172874583,-8.101251148]]]}",-8.101071846,112.1728562
402,1143,"{""type"":""Polygon"",""coordinates"":[[[112.151964569,-8.118164329,0],[112.151915332,-8.118349541,0],[112.151914664,-8.118352064,0],[112.150984083,-8.11824323,0],[112.150987767,-8.118225687,0],[112.151025463,-8.118046052,0],[112.151964569,-8.118164329,0]]]}",-8.118200837,112.1514689,,,,15,,,,,,#N/A,,,,1570D,"{""type"":""Polygon"",""coordinates"":[[[112.173181406,-8.100775611],[112.173300014,-8.100792735],[112.173289545,-8.100873637],[112.173166304,-8.100856062],[112.173181406,-8.100775611]]]}",-8.100824763,112.1732343
403,1144,"{""type"":""Polygon"",""coordinates"":[[[112.153138621,-8.117101594,0],[112.153083221,-8.117529406,0],[112.152212085,-8.117205745,0],[112.15234763,-8.11678766,0],[112.152784675,-8.116929238,0],[112.15282604,-8.116997318,0],[112.153138621,-8.117101594,0]]]}",-8.117154229,112.1526887,,,,16,,,,,,#N/A,,,,1664E,"{""type"":""Polygon"",""coordinates"":[[[112.172762328,-8.101349814],[112.173170643,-8.101461173],[112.17316636,-8.101488299],[112.172758045,-8.101378368],[112.172762328,-8.101349814]]]}",-8.101418958,112.1729627
404,1145,"{""type"":""Polygon"",""coordinates"":[[[112.152410357,-8.109046317,0],[112.152153794,-8.109849152,0],[112.151832947,-8.109748579,0],[112.152079972,-8.108950634,0],[112.152410357,-8.109046317,0]]]}",-8.109397246,112.15212,,,,19,,,,,,#N/A,,,,2392F,"{""type"":""Polygon"",""coordinates"":[[[112.172918603,-8.101226164],[112.173011402,-8.101245199],[112.172999822,-8.101323545],[112.172907362,-8.101302305],[112.172918603,-8.101226164]]]}",-8.10127435,112.1729595
405,1146,"{""type"":""Polygon"",""coordinates"":[[[112.153962551,-8.109468789,0],[112.152860114,-8.109138058,0],[112.153080602,-8.108362551,0],[112.154232458,-8.108697083,0],[112.154160229,-8.108883357,0],[112.153962551,-8.109468789,0]]]}",-8.108914033,112.1535343,,,,14,,,,,,#N/A,,,,1534A,"{""type"":""Polygon"",""coordinates"":[[[112.173194389,-8.090906398],[112.173177733,-8.090974213],[112.172736343,-8.090837394],[112.172760138,-8.090764821],[112.173194389,-8.090906398]]]}",-8.090869713,112.1729638
406,1147,"{""type"":""Polygon"",""coordinates"":[[[112.153080602,-8.108362551,0],[112.152860114,-8.109138058,0],[112.152525582,-8.109035417,0],[112.152719459,-8.108370154,0],[112.152521781,-8.108320734,0],[112.152567399,-8.108214292,0],[112.153080602,-8.108362551,0]]]}",-8.108672114,112.1527919,,,,15,,,,,,#N/A,,,,1534B,"{""type"":""Polygon"",""coordinates"":[[[112.17309799,-8.091095561],[112.173071847,-8.091174088],[112.172588817,-8.091021802],[112.172613801,-8.090955177],[112.172807727,-8.091011095],[112.172817245,-8.090993249],[112.172976512,-8.091041084],[112.17297072,-8.091057494],[112.17309799,-8.091095561]]]}",-8.091060611,112.1728527
407,1148,"{""type"":""Polygon"",""coordinates"":[[[112.152860114,-8.109138058,0],[112.152700451,-8.109639856,0],[112.152582605,-8.109974389,0],[112.152153794,-8.109849152,0],[112.152410357,-8.109046317,0],[112.152514083,-8.109078753,0],[112.152525582,-8.109035417,0],[112.152860114,-8.109138058,0]]]}",-8.109495941,112.1525073,,,,15,,,,,,#N/A,,,,1534C,"{""type"":""Polygon"",""coordinates"":[[[112.172735319,-8.090990216],[112.172643562,-8.090963759],[112.172687433,-8.090824854],[112.172736343,-8.090837394],[112.172777905,-8.090850277],[112.172735319,-8.090990216]]]}",-8.0909072,112.1727111
408,1149,"{""type"":""Polygon"",""coordinates"":[[[112.153947345,-8.110749896,0],[112.153882719,-8.110947574,0],[112.15373618,-8.110904684,0],[112.153726857,-8.110901956,0],[112.15378388,-8.110575027,0],[112.153802887,-8.110384952,0],[112.153826402,-8.110190957,0],[112.1538333,-8.110134052,0],[112.153856109,-8.10995158,0],[112.153897925,-8.109776711,0],[112.15392186,-8.109679564,0],[112.153962551,-8.109514407,0],[112.154036985,-8.109306505,0],[112.154072794,-8.109206485,0],[112.15423413,-8.108766575,0],[112.1544312,-8.108832265,0],[112.154402005,-8.108893089,0],[112.154438499,-8.108946614,0],[112.154409304,-8.10901717,0],[112.154394706,-8.109058531,0],[112.154363077,-8.109146117,0],[112.154353345,-8.109262899,0],[112.154329016,-8.109323724,0],[112.154282789,-8.109377249,0],[112.154236563,-8.109421042,0],[112.154200069,-8.109477,0],[112.154202502,-8.109518361,0],[112.154219532,-8.109598648,0],[112.154190337,-8.109657039,0],[112.154190337,-8.109727595,0],[112.154170873,-8.109773822,0],[112.154175739,-8.109834646,0],[112.154153842,-8.109888171,0],[112.154107008,-8.109966786,0],[112.154107008,-8.110118846,0],[112.154029761,-8.110348001,0],[112.153947345,-8.110749896,0]]]}",-8.10980426,112.1540531,,,,23,,,,,,#N/A,,,,1594D,"{""type"":""Polygon"",""coordinates"":[[[112.172687433,-8.090824854],[112.172708849,-8.090750615],[112.172760138,-8.090764821],[112.172736343,-8.090837394],[112.172687433,-8.090824854]]]}",-8.09079408,112.1727232
409,1150,"{""type"":""Polygon"",""coordinates"":[[[112.153761162,-8.11050809,0],[112.153696445,-8.110902717,0],[112.152406975,-8.110492154,0],[112.152589447,-8.109988409,0],[112.153765055,-8.110360166,0],[112.153761162,-8.11050809,0]]]}",-8.11044093,112.1531176,,,,8,,,,,,#N/A,,,,1595A,"{""type"":""Polygon"",""coordinates"":[[[112.190377985,-8.067050088],[112.190449752,-8.067086922],[112.190307364,-8.067331187],[112.190228842,-8.067284787],[112.190377985,-8.067050088]]]}",-8.067190807,112.1903396
410,1151,"{""type"":""Polygon"",""coordinates"":[[[112.152153794,-8.109849152,0],[112.152582605,-8.109974389,0],[112.152377293,-8.110484733,0],[112.151668814,-8.110241437,0],[112.151832947,-8.109748579,0],[112.152153794,-8.109849152,0]]]}",-8.110112493,112.1521191,,,,9,,,,,,#N/A,,,,1595C,"{""type"":""Polygon"",""coordinates"":[[[112.190116769,-8.067214355],[112.190102116,-8.067233395],[112.190029205,-8.067186753],[112.190177683,-8.066966891],[112.19024711,-8.06700889],[112.190116769,-8.067214355]]]}",-8.067100828,112.1901385
