id,inventaris_id,polygon,lat,lng,,,,,,,,,,polygon cek gedung,,,,1587E,"{""type"":""Polygon"",""coordinates"":[[[112.170494619,-8.08316542],[112.170197852,-8.083052885],[112.170160768,-8.083038823],[112.170197963,-8.082948608],[112.170550798,-8.083077906],[112.1705165,-8.083173717],[112.170494619,-8.08316542]]]}",-8.083060327,112.1703577
1081,1704A,"{""type"":""Polygon"",""coordinates"":[[[112.17911403,-8.107920949],[112.179275557,-8.107504145],[112.179616028,-8.107635903],[112.179558316,-8.107785037],[112.179615892,-8.107808458],[112.179569731,-8.107926004],[112.179512176,-8.107904264],[112.179454701,-8.108052784],[112.17911403,-8.107920949]]]}",-8.107782018,112.1793742,,,,,,,,,,,,,,,,,
1082,1704B,"{""type"":""Polygon"",""coordinates"":[[[112.179275557,-8.107504145],[112.17911403,-8.107920949],[112.179097741,-8.107914646],[112.179259068,-8.107497764],[112.179275557,-8.107504145]]]}",-8.107708952,112.1791868,,,,,,,,,,,,,,,,,
1083,841009C,"{""type"":""Polygon"",""coordinates"":[[[112.179323258,-8.107434994],[112.179355914,-8.107446941],[112.179338068,-8.10749572],[112.179305412,-8.107483773],[112.179323258,-8.107434994]]]}",-8.107465357,112.1793307,,,,,,,,,,,,,,,,,
1084,1741D,"{""type"":""Polygon"",""coordinates"":[[[112.184141231,-8.078686142],[112.185059703,-8.078010375],[112.185121569,-8.078053205],[112.185202471,-8.07829591],[112.18494073,-8.079228659],[112.184878864,-8.079276248],[112.18480748,-8.079247695],[112.184169785,-8.078805115],[112.184122196,-8.078762285],[112.184141231,-8.078686142]]]}",-8.078658508,112.1847475,,,,,,,,,,,,,,,,,
1085,911001E,"{""type"":""Polygon"",""coordinates"":[[[112.184011005,-8.078800102],[112.184032161,-8.078728695],[112.183851691,-8.078679361],[112.183884039,-8.078562132],[112.184144873,-8.078634108],[112.184092837,-8.078822683],[112.184011005,-8.078800102]]]}",-8.078675671,112.1840085,,,,,,,,,,,,,,,,,
1086,911001F,"{""type"":""Polygon"",""coordinates"":[[[112.184134046,-8.078808535],[112.184469074,-8.079031253],[112.184455481,-8.0790517],[112.184120453,-8.078828983],[112.184134046,-8.078808535]]]}",-8.078930118,112.1842948,,,,,,,,,,,,,,,,,
1087,871478G,"{""type"":""Polygon"",""coordinates"":[[[112.166825832,-8.086606771],[112.166934972,-8.086665384],[112.166879769,-8.086768176],[112.166770629,-8.086709564],[112.166825832,-8.086606771]]]}",-8.086687474,112.1668528,,,,,,,,,,,,,,,,,
1088,2382H,"{""type"":""Polygon"",""coordinates"":[[[112.166681304,-8.087239433],[112.166668927,-8.087231806],[112.166924532,-8.086714808],[112.166937508,-8.086721223],[112.166681304,-8.087239433]]]}",-8.086976819,112.1668031,,,,,,,,,,,,,,,,,
1089,2643I,"{""type"":""Polygon"",""coordinates"":[[[112.166510116,-8.087640083],[112.166547814,-8.087659573],[112.166526666,-8.08770048],[112.166488967,-8.08768099],[112.166510116,-8.087640083]]]}",-8.087670281,112.1665184,,,,,,,,,,,,,,,,,
1090,1839J,"{""type"":""Polygon"",""coordinates"":[[[112.166729128,-8.085418246],[112.16732605,-8.085692782],[112.166929758,-8.086554438],[112.166332836,-8.086279902],[112.166729128,-8.085418246]]]}",-8.085986342,112.1668294,,,,,,,,,,,,,,,,,
1091,1863K,"{""type"":""Polygon"",""coordinates"":[[[112.166828,-8.087524069],[112.166955549,-8.087584487],[112.166891304,-8.087720117],[112.166763755,-8.087659699],[112.166828,-8.087524069]]]}",-8.087622093,112.1668597,,,,,,,,,,,,,,,,,
1092,2234L,"{""type"":""Polygon"",""coordinates"":[[[112.166252756,-8.086612944],[112.166299869,-8.086577252],[112.16636697,-8.086558692],[112.166418366,-8.086567258],[112.166705329,-8.086705743],[112.166751015,-8.086752856],[112.16677243,-8.086809963],[112.166775285,-8.08687992],[112.16642027,-8.087635636],[112.166384578,-8.087665618],[112.166338892,-8.08768275],[112.166263225,-8.087685605],[112.165963413,-8.08754141],[112.165902023,-8.087458605],[112.165893457,-8.087401497],[112.165910589,-8.087334397],[112.166252756,-8.086612944]]]}",-8.087124303,112.1663358,,,,,,,,,,,,,,,,,
1093,2234M,"{""type"":""Polygon"",""coordinates"":[[[112.166408105,-8.086530288],[112.166723621,-8.086677338],[112.166765976,-8.086720644],[112.166814517,-8.08680345],[112.16680928,-8.086882924],[112.166809273,-8.086882952],[112.166442369,-8.087651014],[112.166403822,-8.087689561],[112.166341004,-8.087709548],[112.166286752,-8.087723825],[112.16592555,-8.087552504],[112.165881292,-8.087493969],[112.165865588,-8.087441145],[112.16586416,-8.087361195],[112.166221079,-8.086591678],[112.166273903,-8.086551703],[112.166329583,-8.086535998],[112.166408105,-8.086530288]],[[112.166338892,-8.08768275],[112.166384578,-8.087665618],[112.16642027,-8.087635636],[112.166775285,-8.08687992],[112.16677243,-8.086809963],[112.166751015,-8.086752856],[112.166705329,-8.086705743],[112.166418366,-8.086567258],[112.16636697,-8.086558692],[112.166299869,-8.086577252],[112.166252756,-8.086612944],[112.165910589,-8.087334397],[112.165893457,-8.087401497],[112.165902023,-8.087458605],[112.165963413,-8.08754141],[112.166263225,-8.087685605],[112.166338892,-8.08768275]]]}",-8.087097362,112.1663328,,,,,,,,,,,,,,,,,
1094,1965N,"{""type"":""Polygon"",""coordinates"":[[[112.16573441,-8.087443142],[112.166168424,-8.086530857],[112.166204005,-8.086547784],[112.165769991,-8.08746007],[112.16573441,-8.087443142]]]}",-8.086995463,112.1659692,,,,,,,,,,,,,,,,,
1095,1485O,"{""type"":""Polygon"",""coordinates"":[[[112.167071828,-8.089038309],[112.166853969,-8.088951317],[112.166894324,-8.088851368],[112.167111846,-8.088939194],[112.167071828,-8.089038309]]]}",-8.088944986,112.1669828,,,,,,,,,,,,,,,,,
1096,1485P,"{""type"":""Polygon"",""coordinates"":[[[112.167071828,-8.089038309],[112.167024718,-8.089154987],[112.166925244,-8.089114824],[112.166914073,-8.089142455],[112.166855777,-8.08912104],[112.166866759,-8.08909121],[112.166807196,-8.089067161],[112.166853969,-8.088951317],[112.167071828,-8.089038309]]]}",-8.089056945,112.1669365,,,,,,,,,,,,,,,,,
1097,1485Q,"{""type"":""Polygon"",""coordinates"":[[[112.167106992,-8.088951216],[112.167149057,-8.0889682],[112.167099196,-8.089091694],[112.167057131,-8.08907471],[112.167106992,-8.088951216]]]}",-8.089021455,112.1671031,,,,,,,,,,,,,,,,,
1098,1840R,"{""type"":""Polygon"",""coordinates"":[[[112.175046348,-8.06195909],[112.175673828,-8.062212364],[112.175277648,-8.063193892],[112.174650167,-8.062940618],[112.175046348,-8.06195909]]]}",-8.062576491,112.175162,,,,,,,,,,,,,,,,,
1099,1840S,"{""type"":""Polygon"",""coordinates"":[[[112.157384882,-8.091417731],[112.158049611,-8.091602378],[112.157823298,-8.092417105],[112.157166902,-8.092202462],[112.157384882,-8.091417731]]]}",-8.091910543,112.1576082,,,,,,,,,,,,,,,,,
1100,1840T,"{""type"":""Polygon"",""coordinates"":[[[112.157360279,-8.092288664],[112.157172123,-8.092225194],[112.15714928,-8.092202351],[112.157146425,-8.092169038],[112.157366693,-8.091417545],[112.157370855,-8.091402543],[112.157381922,-8.091399461],[112.15805617,-8.091590102],[112.158068295,-8.091602992],[112.158067538,-8.091625141],[112.157848604,-8.092417692],[112.157830044,-8.092436252],[112.157787213,-8.092432683],[112.157360279,-8.092288664]],[[112.158049611,-8.091602378],[112.157384882,-8.091417731],[112.157166902,-8.092202462],[112.157823298,-8.092417105],[112.158049611,-8.091602378]]]}",-8.091956066,112.1576029,,,,,,,,,,,,,,,,,
1101,1349U,"{""type"":""Polygon"",""coordinates"":[[[112.17344648,-8.097107597],[112.173458763,-8.0970569],[112.173640193,-8.097100856],[112.17362791,-8.097151554],[112.17344648,-8.097107597]]]}",-8.097104227,112.1735433,,,,,,,,,,,,,,,,,
1102,1554V,"{""type"":""Polygon"",""coordinates"":[[[112.173224925,-8.097063897],[112.173227209,-8.097054472],[112.17362791,-8.097151554],[112.173625626,-8.097160979],[112.173224925,-8.097063897]]]}",-8.097107725,112.1734264,,,,,,,,,,,,,,,,,
1103,1554W,"{""type"":""Polygon"",""coordinates"":[[[112.173329082,-8.0965677],[112.173224925,-8.097063897],[112.173213783,-8.097061559],[112.17331794,-8.096565362],[112.173329082,-8.0965677]]]}",-8.096814629,112.1732714,,,,,,,,,,,,,,,,,
1104,1356X,"{""type"":""Polygon"",""coordinates"":[[[112.17344648,-8.097107597],[112.173346198,-8.0970833],[112.173358399,-8.097032941],[112.173458681,-8.097057238],[112.17344648,-8.097107597]]]}",-8.097070269,112.1734024,,,,,,,,,,,,,,,,,
1105,1854Y,"{""type"":""Polygon"",""coordinates"":[[[112.173305112,-8.096737076],[112.17323497,-8.097056352],[112.173227209,-8.097054472],[112.173296088,-8.096724881],[112.173463188,-8.096764335],[112.173478998,-8.09670339],[112.173589735,-8.096734909],[112.173575271,-8.096788568],[112.173696097,-8.096824139],[112.173692944,-8.096832407],[112.173564801,-8.096793803],[112.173581585,-8.096737467],[112.173484709,-8.096712432],[112.173469242,-8.096775567],[112.173305112,-8.096737076]]]}",-8.096813245,112.1734005,,,,,,,,,,,,,,,,,
1106,1854Z,"{""type"":""Polygon"",""coordinates"":[[[112.174074003,-8.096851721],[112.174150954,-8.096868249],[112.174067083,-8.097258451],[112.173990131,-8.097241923],[112.174074003,-8.096851721]]]}",-8.097055086,112.1740705,,,,,,,,,,,,,,,,,
1107,1356AA,"{""type"":""Polygon"",""coordinates"":[[[112.174062696,-8.096904284],[112.173990148,-8.097241932],[112.173634687,-8.097165556],[112.173707235,-8.096827908],[112.174062696,-8.096904284]]]}",-8.09703492,112.1738487,,,,,,,,,,,,,,,,,
1108,1481AB,"{""type"":""Polygon"",""coordinates"":[[[112.172967082,-8.104629148],[112.173076124,-8.104654426],[112.17305796,-8.104732779],[112.173089988,-8.104741158],[112.173076537,-8.104796662],[112.173044927,-8.104789001],[112.173027583,-8.104863819],[112.172918541,-8.104838541],[112.172967082,-8.104629148]]]}",-8.104747814,112.1730024,,,,,,,,,,,,,,,,,
1109,1481AC,"{""type"":""Polygon"",""coordinates"":[[[112.17289616,-8.104975715],[112.172914106,-8.104898691],[112.173104783,-8.104943177],[112.173086838,-8.105020201],[112.17289616,-8.104975715]]]}",-8.104959446,112.1730005,,,,,,,,,,,,,,,,,
1110,1254AD,"{""type"":""Polygon"",""coordinates"":[[[112.173076124,-8.104654426],[112.17308776,-8.104657124],[112.173069521,-8.104735803],[112.173057884,-8.104733106],[112.173076124,-8.104654426]]]}",-8.104695115,112.1730728,,,,,,,,,,,,,,,,,
1111,1254AD,"{""type"":""Polygon"",""coordinates"":[[[112.173044927,-8.104789001],[112.173057253,-8.104791859],[112.173039909,-8.104866676],[112.173027583,-8.104863819],[112.173044927,-8.104789001]]]}",-8.104827839,112.1730424,,,,,,,,,,,,,,,,,
1112,1356AE,"{""type"":""Polygon"",""coordinates"":[[[112.172997942,-8.104918247],[112.172914106,-8.104898691],[112.172922882,-8.10486176],[112.173006563,-8.10488127],[112.172997942,-8.104918247]]]}",-8.104889998,112.1729604,,,,,,,,,,,,,,,,,
1113,2515AF,"{""type"":""Polygon"",""coordinates"":[[[112.147867801,-8.092961397],[112.147882024,-8.092911617],[112.147971968,-8.092937315],[112.147957745,-8.092987095],[112.147867801,-8.092961397]]]}",-8.092949356,112.1479199,,,,,,,,,,,,,,,,,
1114,2515AG,"{""type"":""Polygon"",""coordinates"":[[[112.172922882,-8.10486176],[112.172914106,-8.104898691],[112.172843373,-8.104881882],[112.172852149,-8.104844951],[112.172922882,-8.10486176]]]}",-8.104871821,112.1728831,,,,,,,,,,,,,,,,,
1115,2515AH,"{""type"":""Polygon"",""coordinates"":[[[112.164321912,-8.099077039],[112.164498944,-8.099090364],[112.164476101,-8.099217903],[112.164517979,-8.099267395],[112.164582701,-8.099282624],[112.164639808,-8.099242649],[112.164674072,-8.099105592],[112.16473689,-8.099109399],[112.164820647,-8.099242649],[112.164782575,-8.099448234],[112.164592219,-8.099398742],[112.164590315,-8.099314985],[112.164451354,-8.09928072],[112.164424704,-8.099351152],[112.164240058,-8.099326406],[112.164321912,-8.099077039]]]}",-8.099253429,112.1645479,,,,,,,,,,,,,,,,,
1116,1742AJ,"{""type"":""Polygon"",""coordinates"":[[[112.168216031,-8.092387873],[112.168248392,-8.092387873],[112.168248392,-8.092431656],[112.168216031,-8.092431656],[112.168216031,-8.092387873]]]}",-8.092409765,112.1682322,,,,,,,,,,,,,,,,,
1117,1742AJ,"{""type"":""Polygon"",""coordinates"":[[[112.169114516,-8.09249828],[112.169146877,-8.09249828],[112.169146877,-8.092542063],[112.169114516,-8.092542063],[112.169114516,-8.09249828]]]}",-8.092520172,112.1691307,,,,,,,,,,,,,,,,,
1118,1742AJ,"{""type"":""Polygon"",""coordinates"":[[[112.168097058,-8.093667548],[112.168129419,-8.093667548],[112.168129419,-8.09371133],[112.168097058,-8.09371133],[112.168097058,-8.093667548]]]}",-8.093689439,112.1681132,,,,,,,,,,,,,,,,,
1119,1742AJ,"{""type"":""Polygon"",""coordinates"":[[[112.168939292,-8.093807603],[112.168971653,-8.093807603],[112.168971653,-8.093851385],[112.168939292,-8.093851385],[112.168939292,-8.093807603]]]}",-8.093829494,112.1689555,,,,,,,,,,,,,,,,,
1120,1742AK,"{""type"":""Polygon"",""coordinates"":[[[112.169032872,-8.09367369],[112.169059914,-8.093430989],[112.169021156,-8.093425701],[112.169067468,-8.092928969],[112.169115316,-8.092933757],[112.169140148,-8.09271089],[112.169154318,-8.092583709],[112.169248719,-8.092594227],[112.169105952,-8.093875567],[112.169011551,-8.093865049],[112.169032872,-8.09367369]]]}",-8.093220832,112.1691206,,,,,,,,,,,,,,,,,
1121,1742AL,"{""type"":""Polygon"",""coordinates"":[[[112.168928879,-8.092394902],[112.168606209,-8.092348403],[112.168282522,-8.092301758],[112.168294111,-8.092221337],[112.169111456,-8.09233912],[112.169099867,-8.092419542],[112.168928879,-8.092394902]]]}",-8.092320439,112.168697,,,,,,,,,,,,,,,,,
1122,2099AI,"{""type"":""Polygon"",""coordinates"":[[[112.167892823,-8.092991469],[112.167892823,-8.09301574],[112.167872836,-8.09301574],[112.167872836,-8.093015647],[112.167872836,-8.092991469],[112.167892758,-8.092991469],[112.167892823,-8.092991469]]]}",-8.093003605,112.1678828,,,,,,,,,,,,,,,,,
1123,2099AM,"{""type"":""Polygon"",""coordinates"":[[[112.168053607,-8.092272852],[112.167878122,-8.093685657],[112.167917309,-8.093690525],[112.167953947,-8.093695075],[112.167981906,-8.09377338],[112.168035206,-8.093832391],[112.168004749,-8.093857137],[112.167873403,-8.093784801],[112.167835268,-8.093684039],[112.167841706,-8.093323638],[112.167857986,-8.09332296],[112.167856558,-8.093288696],[112.167841902,-8.093289306],[112.167843263,-8.092999897],[112.167830533,-8.092466184],[112.167851353,-8.092397774],[112.168053607,-8.092272852]],[[112.167872836,-8.093015647],[112.167892758,-8.093015647],[112.167892758,-8.092991469],[112.167892758,-8.092991376],[112.16787277,-8.092991376],[112.16787277,-8.093015647],[112.167872836,-8.093015647]]]}",-8.092937321,112.1679145,,,,,,,,,,,,,,,,,
1124,1964A,"{""type"":""Polygon"",""coordinates"":[[[112.190981296,-8.09671417],[112.190989785,-8.096638708],[112.190935287,-8.096634397],[112.190946351,-8.096536602],[112.191000713,-8.096541571],[112.191006994,-8.096485741],[112.19116086,-8.096503051],[112.191135162,-8.096731479],[112.190981296,-8.09671417]]]}",-8.096605892,112.1910576,,,,,,,,,,,,,,,,,
1125,2173B,"{""type"":""Polygon"",""coordinates"":[[[112.191183019,-8.096655622],[112.191228704,-8.096659191],[112.191226303,-8.096689922],[112.191180618,-8.096686353],[112.191183019,-8.096655622]]]}",-8.096672772,112.1912047,,,,,,,,,,,,,,,,,
1126,2264C,"{""type"":""Polygon"",""coordinates"":[[[112.191214427,-8.096518565],[112.191307852,-8.096528204],[112.191298572,-8.096618148],[112.191205148,-8.096608509],[112.191214427,-8.096518565]]]}",-8.096568357,112.1912565,,,,,,,,,,,,,,,,,
1127,1797D,"{""type"":""Polygon"",""coordinates"":[[[112.191886543,-8.096898836],[112.191880375,-8.09694281],[112.191872235,-8.097000857],[112.19182276,-8.096993918],[112.191850124,-8.096798802],[112.191899599,-8.096805741],[112.191886543,-8.096898836]]]}",-8.096899829,112.1918612,,,,,,,,,,,,,,,,,
1128,1905E,"{""type"":""Polygon"",""coordinates"":[[[112.192001315,-8.096959771],[112.192061467,-8.096968207],[112.19204993,-8.097050472],[112.191868838,-8.097025076],[112.191872235,-8.097000857],[112.191880375,-8.09694281],[112.192001315,-8.096959771]]]}",-8.096996641,112.1919652,,,,,,,,,,,,,,,,,
1129,1905F,"{""type"":""Polygon"",""coordinates"":[[[112.192001315,-8.096959771],[112.191880375,-8.09694281],[112.191886543,-8.096898836],[112.192007482,-8.096915797],[112.192001315,-8.096959771]]]}",-8.096929304,112.1919439,,,,,,,,,,,,,,,,,
1130,2083G,"{""type"":""Polygon"",""coordinates"":[[[112.164618419,-8.097299676],[112.164433136,-8.098717357],[112.164429556,-8.098744746],[112.164374648,-8.098737561],[112.164563512,-8.09729249],[112.164618419,-8.097299676]]]}",-8.098018618,112.1644965,,,,,,,,,,,,,,,,,
1131,2165H,"{""type"":""Polygon"",""coordinates"":[[[112.165840198,-8.098818598],[112.165836745,-8.098866497],[112.164428002,-8.098765049],[112.164429556,-8.098744746],[112.164433136,-8.098717357],[112.165707328,-8.098809038],[112.165840198,-8.098818598]]]}",-8.098791884,112.1651346,,,,,,,,,,,,,,,,,
1132,2489I,"{""type"":""Polygon"",""coordinates"":[[[112.164618419,-8.097299676],[112.165858336,-8.097461726],[112.165707328,-8.098809038],[112.165707231,-8.098809895],[112.164433136,-8.098717357],[112.164618419,-8.097299676]],[[112.164480045,-8.098678418],[112.165678546,-8.098775424],[112.165824288,-8.097487541],[112.165685592,-8.097469155],[112.165397832,-8.097431007],[112.164649312,-8.097331776],[112.164480045,-8.098678418]]]}",-8.098115419,112.1651056,,,,,,,,,,,,,,,,,
1133,2550J,"{""type"":""Polygon"",""coordinates"":[[[112.165224864,-8.098107139],[112.16524022,-8.098108478],[112.16525511,-8.098112454],[112.165269081,-8.098118946],[112.165281708,-8.098127757],[112.165292608,-8.09813862],[112.165301449,-8.098151204],[112.165307964,-8.098165126],[112.165311953,-8.098179965],[112.165313297,-8.098195268],[112.165311953,-8.098210572],[112.165307964,-8.09822541],[112.165301449,-8.098239333],[112.165292608,-8.098251917],[112.165281708,-8.098262779],[112.165269081,-8.098271591],[112.16525511,-8.098278083],[112.16524022,-8.098282059],[112.165224864,-8.098283398],[112.165209508,-8.098282059],[112.165194618,-8.098278083],[112.165180648,-8.098271591],[112.165168021,-8.098262779],[112.165157121,-8.098251917],[112.165148279,-8.098239333],[112.165141764,-8.09822541],[112.165137775,-8.098210572],[112.165136431,-8.098195268],[112.165137775,-8.098179965],[112.165141764,-8.098165126],[112.165148279,-8.098151204],[112.165157121,-8.09813862],[112.165168021,-8.098127757],[112.165180648,-8.098118946],[112.165194618,-8.098112454],[112.165209508,-8.098108478],[112.165224864,-8.098107139]]]}",-8.098195268,112.1652249,,,,,,,,,,,,,,,,,
1134,2229K,"{""type"":""Polygon"",""coordinates"":[[[112.164961047,-8.099560355],[112.165023409,-8.099217713],[112.165057911,-8.099166554],[112.165119777,-8.099129673],[112.165175695,-8.099108258],[112.165656919,-8.099149672],[112.165595668,-8.099639683],[112.164961047,-8.099560355]]]}",-8.099368033,112.1653216,,,,,,,,,,,,,,,,,
1135,1812L,"{""type"":""Polygon"",""coordinates"":[[[112.17507849,-8.096450516],[112.175129952,-8.096459522],[112.175117037,-8.096533321],[112.175065575,-8.096524315],[112.17507849,-8.096450516]]]}",-8.096491919,112.1750978,,,,,,,,,,,,,,,,,
1136,1977M,"{""type"":""Polygon"",""coordinates"":[[[112.174059843,-8.096180328],[112.174133606,-8.096180328],[112.174133606,-8.096244574],[112.174059842,-8.096244574],[112.174059843,-8.096180328]]]}",-8.096212451,112.1740967,,,,,,,,,,,,,,,,,
1137,1848N,"{""type"":""Polygon"",""coordinates"":[[[112.174742748,-8.096452777],[112.174792716,-8.096452777],[112.174792716,-8.096509884],[112.174742748,-8.096509884],[112.174742748,-8.096452777]]]}",-8.09648133,112.1747677,,,,,,,,,,,,,,,,,
1138,1977M,"{""type"":""Polygon"",""coordinates"":[[[112.174570832,-8.096144041],[112.174644595,-8.096144041],[112.174644595,-8.096208287],[112.174570832,-8.096208287],[112.174570832,-8.096144041]]]}",-8.096176164,112.1746077,,,,,,,,,,,,,,,,,
1139,1977M,"{""type"":""Polygon"",""coordinates"":[[[112.174168822,-8.096368306],[112.174242585,-8.096368306],[112.174242585,-8.096432551],[112.174168822,-8.096432551],[112.174168822,-8.096368306]]]}",-8.096400428,112.1742057,,,,,,,,,,,,,,,,,
1140,1977M,"{""type"":""Polygon"",""coordinates"":[[[112.174208559,-8.095966177],[112.174282322,-8.095966177],[112.174282322,-8.096030422],[112.174208559,-8.096030422],[112.174208559,-8.095966177]]]}",-8.0959983,112.1742454,,,,,,,,,,,,,,,,,
1141,1977M,"{""type"":""Polygon"",""coordinates"":[[[112.174457212,-8.096352244],[112.174530976,-8.096352244],[112.174530976,-8.09641649],[112.174457212,-8.09641649],[112.174457212,-8.096352244]]]}",-8.096384367,112.1744941,,,,,,,,,,,,,,,,,
